Customer ID,full_name,Age,Gender,City,Account_Type,Account_Balance,Date_Of_Account_Opening,Last_Transaction_Date,Transaction_Amount,Loan_Status,Credit_Limit,Credit_Card_Balance,Last_Credit_Card_Payment_Date,Rewards_Points
1090,William_Jones,45,Female,Tucson,Savings,9923.87,2000-12-04,2023-01-30,1137.91,Closed,7719.32,3946.56,2023-05-17,6213
1091,David_Campbell,69,Other,Kansas City,Savings,1389.74,2015-11-21,2023-02-10,4353.73,Approved,1217.79,160.8,2023-06-20,2176
1092,Kimberly_Thompson,48,Other,Boston,Current,7521.01,2017-12-15,2023-03-08,1086.81,Closed,3311.74,475.26,2023-08-25,4411
1093,Barbara_Robinson,45,Other,Detroit,Current,7600.94,2002-06-29,2023-09-30,3570.53,Rejected,4879.99,3503.37,2023-12-24,8037
1094,Andrew_Harris,59,Male,San Jose,Savings,8759.43,2010-12-10,2023-01-26,3963.12,Rejected,8920.41,2862.4,2023-07-11,1458
1095,Andrew_Ramirez,44,Male,Louisville,Current,4139.85,2011-09-10,2023-04-28,3444.53,Rejected,5708.52,2894.09,2023-08-25,8978
1096,James_King,57,Male,Tucson,Savings,8709.55,2021-12-15,2023-11-25,2114.8,Approved,5487.75,2288.44,2023-04-05,1664
1097,Michelle_Hall,38,Male,Atlanta,Savings,6434.84,2015-01-22,2023-07-28,4390.99,Closed,1041.54,429.49,2023-09-10,301
1098,Lisa_Mitchell,26,Other,Baltimore,Savings,780.84,2012-08-19,2023-12-23,1645.22,Rejected,8467.8,264.52,2023-10-20,4982
1099,Mark_Campbell,46,Female,San Diego,Current,412.02,2002-06-15,2023-09-05,3438.51,Approved,6265.88,1620.81,2023-10-09,1920
1100,Linda_Harris,32,Other,New York,Current,4866.71,2007-07-21,2023-04-05,4389.54,Approved,4342.23,283.28,2023-03-27,2430
1101,William_Martinez,50,Female,Fort Worth,Savings,7879.74,2022-10-08,2023-11-10,785.59,Approved,2444.6,2826.37,2023-02-05,5115
1102,Kenneth_Wilson,54,Female,Phoenix,Savings,3903.89,2001-11-28,2023-04-05,3266.65,Closed,4773.96,3395.14,2023-02-15,7056
1103,Paul_Adams,64,Female,Las Vegas,Current,8533.14,2002-11-27,2023-04-12,4505.79,Closed,3148.49,3091.38,2023-11-16,4104
1104,Susan_Rivera,53,Male,Philadelphia,Savings,4972.01,2000-09-04,2023-08-02,524.38,Closed,5051.75,3646.69,2023-07-21,2570
1105,Ashley_Robinson,68,Other,Boston,Current,360.26,2005-04-03,2023-05-11,737.31,Closed,3758.48,4760.38,2023-09-13,8985
1106,Andrew_Green,45,Female,New York,Current,9739.28,2004-05-30,2023-05-12,1897.5,Closed,1395.76,4837.23,2023-04-23,9352
1107,Charles_Harris,27,Other,Boston,Current,4947.16,2022-10-24,2023-04-12,4971.61,Approved,9931.99,1427.41,2023-01-10,9653
1108,Paul_Wilson,40,Male,New York,Current,6536.35,2011-06-24,2023-02-26,1127.44,Approved,5030.44,1458.1,2023-09-06,7364
1109,Robert_Wright,45,Female,Albuquerque,Current,2072.96,2015-10-23,2023-07-12,1630.35,Approved,8321.98,3716.89,2023-01-31,9572
1110,Christopher_Mitchell,51,Male,Chicago,Savings,3043.57,2010-01-11,2023-09-12,4177.13,Rejected,2045.13,4950.04,2023-03-23,5537
1111,Susan_King,22,Male,Denver,Current,4894.42,2003-10-09,2023-06-11,662.41,Closed,6478.81,2064.34,2023-11-10,4608
1112,Sandra_Martinez,35,Other,Memphis,Current,8576.27,2019-08-04,2023-02-01,4981.07,Approved,5724.37,926.52,2023-10-11,3857
1113,Patricia_Wright,23,Female,Los Angeles,Current,1109.35,2018-02-13,2023-06-21,3696.92,Closed,9582.46,3643.88,2023-09-13,6082
1114,Matthew_Hernandez,59,Male,Dallas,Savings,7825.36,2007-11-03,2023-04-07,4796.26,Rejected,8232.48,1926.47,2023-07-30,6392
1115,Brian_Hernandez,64,Other,San Francisco,Current,5835.57,2012-09-04,2023-05-19,730.55,Rejected,4719.5,400.09,2023-07-04,666
1116,Carol_Lee,40,Female,Mesa,Current,5046.69,2006-05-01,2023-10-19,1169.86,Approved,8148.72,3743.25,2023-03-18,3462
1117,Matthew_Lee,45,Female,San Francisco,Current,8778.22,2013-05-11,2023-05-21,1860.17,Rejected,4672.3,2040.67,2023-02-05,5246
1118,Karen_Perez,58,Male,Fort Worth,Savings,1269.39,2003-08-04,2023-11-09,264.55,Closed,7847.36,2956.73,2023-03-04,9385
1119,Michelle_Hall,30,Male,Oklahoma City,Savings,9908.47,2021-06-21,2023-06-02,312.85,Closed,3623.18,3459.54,2023-03-11,490
1120,Linda_Miller,67,Male,Chicago,Savings,8560.87,2012-01-14,2023-07-17,4520.07,Approved,4356.5,4104.34,2023-05-21,7967
1121,Joshua_Taylor,42,Male,Houston,Current,3324.8,2022-10-19,2023-12-12,223.31,Rejected,6450.98,3107.17,2023-04-25,3908
1122,Michelle_Johnson,24,Female,San Francisco,Current,4570.61,2018-02-26,2023-05-12,3752.3,Approved,5867.94,4679.57,2023-07-02,6785
1123,Susan_Lopez,19,Male,Atlanta,Savings,347.53,2009-01-25,2023-12-31,3591.04,Approved,4559.31,2423.96,2023-02-19,3042
1124,Emily_Adams,33,Male,Charlotte,Savings,5323.29,2007-10-22,2023-01-26,373.34,Closed,9438.67,2651.5,2023-12-06,6890
1125,Donna_Moore,19,Male,Tucson,Current,5522.42,2008-04-20,2023-09-26,946.3,Approved,5536.37,1520.49,2023-02-21,9553
1126,Steven_Hernandez,53,Female,Indianapolis,Savings,9273.1,2006-08-03,2023-03-13,2279.54,Closed,7491.26,659.49,2023-10-30,6546
1127,Daniel_Thomas,19,Other,Austin,Savings,3940.46,2008-05-23,2023-10-30,3211.87,Approved,4752.62,3142.62,2023-12-09,1092
1128,Joseph_Carter,66,Other,Oklahoma City,Savings,5749.12,2020-11-10,2023-07-27,4480.18,Closed,7509.53,1462.96,2023-04-16,8391
1129,Steven_Moore,55,Female,Kansas City,Current,7432.11,2021-08-04,2023-06-19,2638.89,Closed,8131.42,3570.85,2023-03-19,9393
1130,Matthew_Wright,27,Other,Las Vegas,Savings,6124.31,2022-10-14,2023-08-19,4682.47,Approved,5923.87,3103.32,2023-10-31,6692
1131,Thomas_Sanchez,31,Female,Indianapolis,Savings,1646.12,2001-09-18,2023-10-14,959.37,Approved,1294.28,1406.59,2023-07-15,6425
1132,Steven_Thomas,44,Male,Baltimore,Savings,1800.97,2000-10-14,2023-06-17,3117.67,Approved,5537.8,2786.99,2023-11-30,395
1133,Timothy_Garcia,32,Other,Fresno,Current,1469.56,2016-02-12,2023-08-03,4224.76,Rejected,9090.03,4941.75,2023-04-15,8627
1134,Mary_Baker,38,Female,New York,Current,2255.52,2007-05-31,2023-04-26,1174.29,Approved,1754.74,4411.68,2023-09-09,585
1135,Susan_Nelson,29,Female,Las Vegas,Savings,3350.46,2005-10-04,2023-05-24,3944.84,Closed,6257.87,2084.02,2023-02-11,5658
1136,Michelle_Campbell,68,Male,Las Vegas,Savings,7422.71,2006-07-09,2023-11-08,2007.44,Closed,1307.85,3437.03,2023-08-08,3940
1137,Michelle_Campbell,60,Female,Dallas,Savings,703.17,2004-06-22,2023-11-26,4998.12,Closed,5385.16,916.51,2023-01-31,5248
1138,Joshua_Mitchell,50,Other,Washington,Savings,8222.41,2004-05-30,2023-02-05,466.84,Approved,7227.1,50.73,2023-11-22,5907
1139,Jennifer_Adams,57,Male,Fort Worth,Savings,2698.38,2011-02-14,2023-08-11,2770.83,Rejected,4424.61,4197.65,2023-08-25,6161
1140,Jennifer_Lopez,39,Female,San Francisco,Current,6172.89,2015-02-04,2023-08-24,3917.34,Rejected,2025.46,2070.77,2023-01-07,238
1141,Michael_Gonzalez,55,Male,Boston,Savings,5572.41,2021-12-28,2023-12-18,3384.22,Closed,9526.63,907.54,2023-10-25,5253
1142,John_Brown,61,Female,Louisville,Savings,1624.82,2014-06-19,2023-12-02,2532.87,Rejected,9397.82,1576.49,2023-05-20,951
1143,Linda_Hill,69,Other,Charlotte,Current,2944.24,2016-03-26,2023-07-03,2570.41,Rejected,8157.04,4613.1,2023-05-22,3932
1144,Carol_Johnson,65,Other,Baltimore,Current,3029.62,2003-11-02,2023-08-30,2033.09,Approved,2869.12,4461.94,2023-10-24,2536
1145,Joseph_Sanchez,35,Male,Portland,Savings,6275.92,2016-12-13,2023-10-31,1718.08,Closed,7955.9,3254.65,2023-02-12,4206
1146,Timothy_Clark,61,Female,Washington,Current,7906.15,2004-04-02,2023-07-27,2972.4,Closed,4014.21,460.28,2023-10-13,754
1147,Mark_Clark,69,Male,Jacksonville,Current,9963.26,2018-06-19,2023-02-27,3744.35,Rejected,6481.67,3589.95,2023-01-09,836
1148,Steven_Anderson,19,Male,Milwaukee,Savings,1049.38,2009-10-10,2023-09-28,1403.56,Closed,5025.38,4450.66,2023-11-30,5748
1149,Ashley_Davis,46,Other,Portland,Savings,9392.8,2017-03-27,2023-05-29,4733.63,Approved,3253.75,4594.89,2023-01-25,2489
1150,Joshua_Miller,24,Male,Fort Worth,Current,5659.11,2002-08-22,2023-03-05,1830.44,Rejected,6877.55,1931.92,2023-05-11,1543
1151,Anthony_Campbell,48,Female,Milwaukee,Savings,3632.0,2002-09-14,2023-05-15,2175.53,Rejected,7471.62,846.92,2023-02-06,7034
1152,Margaret_Rivera,58,Other,Albuquerque,Savings,2917.29,2020-03-02,2023-11-04,2061.59,Approved,5754.91,4804.57,2023-03-15,704
1153,Mark_Flores,35,Female,Albuquerque,Current,2169.5,2005-10-31,2023-01-19,565.59,Approved,2458.29,4052.19,2023-11-26,5093
1154,Donna_Lopez,26,Male,Sacramento,Savings,5615.04,2019-10-09,2023-03-27,588.4,Approved,5450.79,2163.5,2023-07-07,1544
1155,Steven_Gonzalez,25,Other,Nashville,Current,9465.57,2013-08-06,2023-06-23,3978.4,Approved,7921.05,3160.38,2023-08-24,2275
1156,Paul_Nelson,50,Female,Jacksonville,Current,1903.34,2009-08-07,2023-02-07,1912.8,Rejected,8618.53,1987.64,2023-05-28,8791
1157,Anthony_Taylor,22,Female,Indianapolis,Current,4418.05,2021-02-18,2023-05-21,1087.78,Closed,1242.56,2286.23,2023-09-11,5201
1158,Steven_Taylor,65,Male,San Antonio,Current,2118.1,2002-10-15,2023-10-27,3541.43,Approved,2679.47,1638.97,2023-07-27,6631
1159,Patricia_Scott,31,Female,Houston,Current,1838.74,2014-06-26,2023-07-18,4799.11,Closed,9370.63,278.13,2023-03-10,8435
1160,Lisa_Lee,30,Male,Portland,Savings,8680.74,2007-11-19,2023-02-04,4684.64,Closed,8035.34,4985.57,2023-07-24,6858
1161,Mary_Davis,28,Male,Boston,Current,2693.43,2018-03-24,2023-05-11,3619.8,Approved,7466.56,1197.72,2023-03-13,2589
1162,Elizabeth_Jones,37,Male,Milwaukee,Savings,2554.92,2009-03-11,2023-08-15,966.2,Closed,2241.51,1450.45,2023-04-03,5597
1163,Robert_Sanchez,40,Male,Austin,Savings,9106.94,2015-09-13,2023-05-24,778.92,Closed,1039.24,1624.73,2023-10-15,5680
1164,Elizabeth_Thomas,62,Other,Oklahoma City,Current,3921.8,2004-03-26,2023-05-24,4356.32,Closed,6299.1,1221.4,2023-04-18,7527
1165,Steven_Scott,44,Female,Mesa,Savings,186.3,2004-05-30,2023-07-13,4814.44,Closed,8794.37,1629.02,2023-06-01,3428
1166,Donna_Ramirez,32,Female,San Francisco,Current,7239.74,2010-11-21,2023-12-24,3115.37,Rejected,1641.27,2833.25,2023-07-30,7315
1167,Richard_Lewis,47,Other,Austin,Current,5218.42,2013-12-25,2023-12-03,4507.26,Rejected,1624.41,395.65,2023-01-25,9095
1168,Donald_Campbell,33,Male,Baltimore,Savings,7763.9,2011-05-12,2023-06-15,4076.3,Approved,9986.98,357.68,2023-08-04,4330
1169,Timothy_Lopez,62,Male,Sacramento,Current,5745.92,2012-08-17,2023-01-24,778.52,Closed,3127.45,2310.24,2023-09-13,1918
1170,Margaret_Torres,57,Male,Kansas City,Savings,3577.55,2020-12-23,2023-08-03,1122.62,Rejected,6987.54,3483.12,2023-01-20,6326
1171,Brian_Robinson,35,Male,Washington,Savings,758.99,2012-05-08,2023-12-30,348.12,Approved,6020.38,1086.74,2023-11-05,1800
1172,Nancy_Thompson,68,Other,Portland,Savings,8672.77,2001-07-09,2023-11-09,2375.54,Closed,4730.75,2600.86,2023-04-23,4888
1173,Joseph_Thomas,64,Female,Atlanta,Current,2150.14,2022-12-28,2023-08-24,1626.5,Closed,8226.33,2202.35,2023-09-13,3112
1174,Mark_Wilson,59,Male,Sacramento,Savings,9716.35,2010-07-30,2023-05-03,2135.97,Rejected,3140.76,2261.2,2023-04-13,515
1175,Linda_Martinez,40,Male,Houston,Current,2533.77,2000-04-27,2023-02-25,53.23,Approved,3518.74,3507.98,2023-01-21,5736
1176,Robert_Miller,53,Male,Indianapolis,Savings,8287.65,2006-12-02,2023-03-27,3609.01,Closed,3397.48,2985.65,2023-10-12,2198
1177,Mark_Hall,55,Female,Indianapolis,Savings,7908.61,2010-07-18,2023-11-18,1010.85,Rejected,5924.46,2347.98,2023-07-20,8344
1178,Timothy_Torres,25,Female,Nashville,Current,4681.2,2010-04-19,2023-03-19,1847.65,Rejected,6904.46,1351.78,2023-11-14,717
1179,Patricia_Lewis,56,Other,Detroit,Savings,4076.87,2015-01-12,2023-04-02,2017.86,Approved,1833.88,2926.31,2023-03-13,3110
1180,Barbara_Williams,46,Female,Mesa,Savings,7062.27,2017-06-11,2023-11-29,340.56,Rejected,2320.16,686.91,2023-06-11,532
1181,Brian_Anderson,29,Female,Denver,Savings,5332.67,2014-05-03,2023-09-05,1833.92,Approved,2063.96,2079.59,2023-10-30,3421
1182,Mary_Scott,35,Male,San Francisco,Current,6356.39,2015-08-13,2023-04-12,4500.24,Approved,6862.46,673.7,2023-02-11,1113
1183,Anthony_Campbell,67,Female,Detroit,Current,4755.13,2012-09-10,2023-12-03,4467.09,Approved,6628.82,1590.72,2023-04-08,7156
1184,Donald_Rivera,36,Male,Washington,Savings,5615.83,2017-01-21,2023-03-14,132.7,Approved,8471.29,3183.75,2023-01-09,1647
1185,Margaret_Jackson,53,Other,Louisville,Savings,1972.59,2008-03-19,2023-11-14,158.65,Closed,3578.59,3933.87,2023-12-01,6565
1186,Margaret_Gonzalez,50,Male,New York,Current,648.42,2020-04-27,2023-08-20,2973.89,Closed,7593.35,1177.98,2023-07-27,2007
1187,Sandra_Adams,22,Other,Mesa,Current,3623.64,2015-02-06,2023-01-14,1032.07,Rejected,3566.55,3209.15,2023-12-16,6000
1188,Kevin_Lee,56,Female,Atlanta,Current,4712.03,2006-02-03,2023-07-13,4493.57,Rejected,7765.08,1366.82,2023-08-17,2955
1189,Anthony_Torres,45,Other,Los Angeles,Savings,9069.69,2016-05-23,2023-08-22,2419.44,Approved,6471.83,2077.41,2023-01-07,8546
1190,Robert_Clark,43,Male,San Francisco,Savings,4198.0,2008-03-12,2023-07-07,1635.71,Closed,4725.56,4571.72,2023-07-14,6130
1191,Sarah_Lewis,60,Female,Omaha,Current,4395.8,2013-04-24,2023-10-04,4766.85,Rejected,6715.75,505.68,2023-08-12,4810
1192,William_Martin,38,Female,Kansas City,Current,6780.83,2009-06-02,2023-01-30,1596.46,Approved,8607.87,4919.67,2023-08-30,3332
1193,Elizabeth_Harris,40,Male,Nashville,Savings,2147.18,2005-06-19,2023-01-25,1610.93,Rejected,2997.32,3212.02,2023-08-25,2605
1194,Michelle_Garcia,38,Female,Dallas,Savings,8729.23,2002-12-10,2023-07-06,674.15,Closed,6535.02,3044.75,2023-04-14,929
1195,Donna_Scott,28,Male,San Jose,Current,4333.65,2020-08-11,2023-08-19,1119.04,Approved,9939.97,1072.49,2023-09-03,1356
1196,Jennifer_Johnson,59,Other,Austin,Current,9314.79,2002-05-16,2023-12-21,3804.85,Rejected,8176.69,972.94,2023-12-21,9349
1197,Linda_Perez,56,Other,Indianapolis,Savings,2785.56,2010-05-10,2023-05-14,3801.13,Closed,3694.05,4614.54,2023-09-07,3692
1198,Daniel_Young,33,Female,Indianapolis,Current,4709.36,2011-01-04,2023-05-11,1939.13,Closed,8060.96,801.34,2023-07-03,7395
1199,Timothy_Thomas,50,Male,Los Angeles,Savings,7803.8,2011-06-15,2023-04-22,1753.38,Closed,5453.8,858.57,2023-02-06,5886
1200,Sandra_Moore,44,Male,San Diego,Savings,5603.68,2020-06-13,2023-05-09,2097.79,Closed,8027.33,3501.52,2023-03-11,7702
1201,Melissa_Jones,18,Other,San Jose,Savings,6646.33,2001-08-13,2023-03-06,1511.18,Approved,1879.6,3522.1,2023-07-02,5507
1202,Kevin_Scott,61,Male,San Francisco,Current,2878.89,2019-09-09,2023-01-26,3042.89,Closed,8697.97,1991.91,2023-04-29,2945
1203,Barbara_Robinson,33,Female,Colorado Springs,Savings,3351.75,2006-02-02,2023-01-18,4184.55,Approved,9949.88,4537.7,2023-05-18,3624
1204,Sandra_Hall,22,Female,Las Vegas,Current,5125.37,2020-02-19,2023-05-14,56.77,Closed,4975.96,4596.13,2023-08-19,9068
1205,Richard_Jackson,63,Other,Chicago,Current,2104.55,2014-08-08,2023-07-22,4680.68,Closed,5612.72,4206.87,2023-10-24,281
1206,Michelle_Thompson,35,Male,Baltimore,Savings,1350.43,2016-10-16,2023-09-11,598.59,Closed,2683.82,80.3,2023-06-28,28
1207,Karen_King,58,Female,San Jose,Current,8453.64,2013-04-07,2023-02-09,4499.53,Closed,7152.06,1510.65,2023-01-05,4504
1208,Matthew_Gonzalez,51,Female,Denver,Savings,7771.06,2013-06-05,2023-01-30,1175.45,Rejected,1697.83,1451.73,2023-06-14,7809
1209,Steven_Nelson,61,Female,San Antonio,Current,9327.36,2013-05-30,2023-03-19,4585.99,Closed,6099.64,328.04,2023-02-26,8738
1210,Timothy_Lewis,42,Male,Dallas,Savings,5906.86,2006-10-31,2023-11-26,3938.78,Approved,4766.05,4465.41,2023-09-05,2522
1211,Michelle_Scott,59,Other,Denver,Savings,4260.63,2022-11-17,2023-09-06,1353.15,Closed,2799.75,4962.99,2023-08-18,1619
1212,Kevin_Perez,51,Other,Omaha,Savings,1119.91,2006-10-19,2023-10-14,151.1,Rejected,8424.72,716.78,2023-01-29,6398
1213,Barbara_Campbell,32,Female,Washington,Savings,8519.63,2009-11-10,2023-06-13,3582.06,Approved,7760.04,1426.37,2023-02-25,6767
1214,Amanda_Scott,21,Other,Seattle,Savings,4616.97,2009-02-09,2023-12-01,4110.6,Approved,3697.3,133.57,2023-07-21,6462
1215,Margaret_Rodriguez,68,Female,El Paso,Current,5655.22,2005-06-23,2023-02-17,3402.02,Rejected,4476.41,577.21,2023-12-19,9318
1216,Deborah_Hill,21,Female,Los Angeles,Current,3203.88,2014-05-22,2023-03-19,1914.51,Closed,3273.29,2497.7,2023-10-14,6250
1217,Patricia_Jackson,42,Male,Austin,Savings,5286.34,2012-07-08,2023-04-21,645.69,Closed,2888.2,1839.57,2023-08-27,3351
1218,Robert_Nguyen,58,Female,Milwaukee,Current,7839.35,2018-11-18,2023-12-09,1741.77,Approved,2992.42,2118.66,2023-04-06,124
1219,Paul_Garcia,30,Female,Tucson,Current,7151.37,2014-04-30,2023-09-30,1350.23,Approved,2204.22,3330.81,2023-09-03,8203
1220,Linda_Campbell,59,Male,Columbus,Savings,9890.33,2006-06-22,2023-10-10,3618.22,Approved,4050.51,488.43,2023-06-29,5489
1221,Carol_Anderson,63,Male,Indianapolis,Savings,5006.92,2022-03-29,2023-12-30,805.21,Approved,7243.7,4238.81,2023-09-26,7127
1222,Ronald_Martin,42,Other,Austin,Savings,5344.03,2015-12-16,2023-09-11,4099.52,Rejected,3367.96,4327.99,2023-08-16,3017
1223,Betty_Rodriguez,20,Male,Tucson,Savings,621.99,2003-04-25,2023-05-06,3063.59,Approved,7326.21,814.88,2023-01-29,5223
1224,Donald_Young,52,Female,San Antonio,Savings,3954.89,2018-09-29,2023-06-20,2418.02,Approved,7888.02,3174.14,2023-04-19,23
1225,David_Brown,69,Male,Milwaukee,Current,9228.83,2004-12-03,2023-07-22,1807.56,Approved,4043.8,3451.79,2023-03-28,251
1226,Mark_Roberts,65,Male,Columbus,Current,3569.71,2001-06-30,2023-05-09,2542.39,Closed,1519.17,868.92,2023-07-05,4975
1227,Susan_Moore,26,Other,Louisville,Current,7684.51,2022-07-17,2023-10-07,2705.34,Rejected,7460.28,1873.93,2023-06-05,5716
1228,Michelle_Jones,31,Male,Indianapolis,Savings,9778.23,2004-10-14,2023-01-08,1192.55,Closed,2249.96,3461.33,2023-04-15,5869
1229,Kenneth_Martin,39,Female,Denver,Current,1355.8,2020-05-27,2023-10-13,4943.89,Closed,3465.59,3365.26,2023-06-08,8533
1230,Lisa_Thompson,65,Female,San Francisco,Savings,3406.53,2017-08-16,2023-01-18,4548.64,Rejected,6324.31,4193.39,2023-06-24,1665
1231,William_Hernandez,26,Female,Detroit,Savings,4796.3,2018-12-05,2023-11-29,1960.08,Closed,9275.76,662.6,2023-07-12,6883
1232,Daniel_Torres,41,Male,Philadelphia,Savings,2450.01,2004-04-09,2023-05-02,1277.57,Approved,7796.72,1614.28,2023-01-30,3635
1233,James_Perez,40,Male,Dallas,Savings,223.12,2010-05-05,2023-05-06,1542.16,Approved,3423.02,3764.24,2023-04-12,9625
1234,Melissa_Brown,54,Female,San Francisco,Current,4739.18,2016-12-24,2023-08-16,4901.04,Approved,8315.01,1243.71,2023-11-06,4422
1235,Paul_Lewis,62,Male,Milwaukee,Savings,5412.5,2021-04-25,2023-03-24,2041.25,Rejected,4688.18,2685.45,2023-03-27,857
1236,Charles_Baker,32,Other,Fort Worth,Current,6291.8,2007-01-10,2023-07-07,4560.53,Approved,2297.41,686.39,2023-11-16,6362
1237,Sandra_King,53,Other,El Paso,Savings,8289.43,2021-07-05,2023-06-03,304.53,Approved,3784.8,785.18,2023-01-12,7561
1238,Melissa_Gonzalez,31,Other,Phoenix,Current,2605.12,2019-03-21,2023-05-04,3886.21,Closed,8396.28,1279.86,2023-05-27,5782
1239,Margaret_Adams,69,Other,Mesa,Current,704.26,2004-11-02,2023-12-20,3813.01,Approved,4338.49,1469.85,2023-10-19,1301
1240,Daniel_Rodriguez,37,Female,Mesa,Savings,989.37,2003-08-13,2023-11-05,3258.42,Rejected,4419.57,208.91,2023-04-25,4553
1241,James_Adams,56,Male,Chicago,Current,5024.35,2010-10-19,2023-04-05,614.38,Closed,9787.71,4279.26,2023-05-22,3639
1242,Michelle_Walker,53,Other,Las Vegas,Current,9230.14,2014-10-25,2023-05-02,4907.18,Rejected,5646.32,219.64,2023-05-12,3256
1243,Joseph_Miller,44,Female,San Francisco,Savings,9823.89,2019-07-31,2023-12-28,1071.77,Rejected,5471.24,3813.94,2023-05-13,8465
1244,Charles_Brown,34,Other,Colorado Springs,Current,2130.01,2016-03-05,2023-03-12,3551.46,Closed,7569.11,1434.92,2023-10-25,5877
1245,Timothy_Jackson,43,Male,Detroit,Current,1604.48,2012-11-05,2023-04-14,3759.87,Rejected,9655.27,1992.09,2023-12-29,8099
1246,David_Adams,58,Other,Houston,Current,3599.37,2017-06-02,2023-06-03,3802.0,Approved,9903.79,2889.83,2023-11-12,5102
1247,David_Robinson,21,Other,Fort Worth,Savings,4692.51,2019-04-15,2023-09-01,4131.76,Rejected,8022.16,1123.64,2023-02-06,168
1248,Elizabeth_Walker,20,Other,New York,Savings,8099.85,2016-06-09,2023-06-10,4945.73,Closed,8843.38,383.63,2023-01-31,8333
1249,Sandra_Wright,36,Other,Nashville,Current,7768.61,2010-06-07,2023-06-10,488.99,Closed,9165.83,4785.56,2023-11-09,1872
1250,Kenneth_Lee,58,Male,Denver,Current,9234.39,2016-09-14,2023-06-29,2366.22,Approved,7704.94,4141.34,2023-08-30,3122
1251,Andrew_Walker,57,Female,Nashville,Current,8595.2,2002-04-06,2023-06-17,4874.45,Approved,6079.95,3796.88,2023-02-12,2350
1252,Matthew_Jackson,56,Other,Seattle,Current,4444.05,2010-12-17,2023-02-23,4411.61,Rejected,3250.84,2672.5,2023-07-21,6484
1253,Sandra_Walker,24,Female,Chicago,Savings,288.33,2012-08-02,2023-08-27,4953.2,Closed,7558.57,3188.21,2023-11-07,5139
1254,William_Young,53,Male,Albuquerque,Current,2442.24,2021-01-06,2023-12-20,2916.35,Closed,5516.44,4321.81,2023-03-30,6617
1255,Donna_Johnson,36,Male,Jacksonville,Current,6139.54,2008-07-27,2023-02-18,3367.52,Approved,9254.59,1944.37,2023-12-06,6185
1256,Mary_Martinez,29,Other,Omaha,Current,5064.79,2002-12-16,2023-12-26,1326.38,Rejected,1012.33,522.93,2023-09-22,2264
1257,John_Johnson,37,Female,Charlotte,Savings,2477.59,2008-07-05,2023-05-14,2297.07,Approved,9282.01,4204.81,2023-11-28,7304
1258,Karen_Johnson,55,Other,Phoenix,Current,1402.83,2010-04-27,2023-10-16,114.53,Approved,9549.61,313.71,2023-02-21,7848
1259,Anthony_White,29,Male,Houston,Current,2238.52,2013-05-27,2023-05-13,3601.41,Approved,2975.22,4592.87,2023-04-18,4558
1260,Kimberly_Taylor,46,Other,Louisville,Savings,2671.47,2009-09-04,2023-05-26,4630.13,Closed,8911.31,3609.65,2023-11-29,1740
1261,Anthony_Young,47,Other,Houston,Current,8686.18,2021-07-17,2023-05-11,569.62,Closed,6311.39,2227.16,2023-06-30,1248
1262,Thomas_Thomas,37,Female,Charlotte,Current,7131.59,2005-07-20,2023-12-20,2277.35,Closed,3640.44,3076.8,2023-12-29,9921
1263,Kevin_Thomas,21,Male,San Francisco,Current,5568.09,2010-02-09,2023-05-02,3119.61,Closed,7079.42,2675.18,2023-10-16,4105
1264,Amanda_Rivera,19,Other,Chicago,Savings,307.32,2016-07-01,2023-01-02,3164.57,Rejected,8177.59,2007.83,2023-01-02,8281
1265,Nancy_Hill,64,Other,Jacksonville,Savings,8229.84,2007-04-14,2023-03-06,1539.59,Closed,4793.6,642.75,2023-01-23,4007
1266,Matthew_Walker,47,Other,El Paso,Current,5569.39,2017-03-21,2023-10-18,108.73,Rejected,6590.8,4041.69,2023-09-29,3339
1267,John_Nelson,40,Female,Seattle,Current,6310.67,2006-03-02,2023-11-20,4440.2,Closed,2813.58,2938.74,2023-06-25,1903
1268,Jennifer_White,23,Male,New York,Savings,749.9,2005-07-19,2023-02-04,467.97,Closed,1293.41,3512.68,2023-09-05,1996
1269,Nancy_Smith,35,Other,Sacramento,Savings,8167.02,2003-06-08,2023-11-24,896.62,Closed,9419.5,1042.12,2023-12-27,184
1270,Steven_Hernandez,39,Other,Milwaukee,Current,8337.08,2020-08-08,2023-10-12,4814.31,Closed,2388.17,1006.51,2023-08-02,7966
1271,Ronald_Lee,54,Other,New York,Current,8845.09,2018-07-12,2023-11-30,2506.86,Rejected,5623.93,4194.95,2023-05-12,19
1272,Mark_Brown,21,Male,Chicago,Current,5328.09,2013-03-18,2023-10-25,4371.44,Approved,1766.76,2736.76,2023-03-09,7144
1273,Kevin_Miller,60,Female,Chicago,Savings,4001.04,2000-12-21,2023-04-23,4485.76,Approved,8702.13,2264.29,2023-07-14,3363
1274,Lisa_Sanchez,28,Female,Atlanta,Savings,823.16,2017-03-30,2023-04-04,4947.32,Approved,7943.34,466.32,2023-04-18,5269
1275,Sandra_Campbell,58,Other,Denver,Savings,2019.46,2007-07-02,2023-04-24,213.1,Closed,2740.69,2130.95,2023-02-08,7725
1276,Betty_Roberts,52,Other,Memphis,Savings,2333.13,2008-08-14,2023-01-07,274.47,Approved,8324.0,3517.89,2023-04-19,8851
1277,Stephanie_Lopez,28,Female,Boston,Savings,720.63,2010-10-05,2023-01-22,961.7,Rejected,4071.62,518.17,2023-01-22,9727
